# Sample input file for sntools (using the `gamma` format).
# Lines starting with `#` are ignored by the script and can contain comments.
# Data must be in the following format:
#   Column 1: time (s)
#   Column 2: mean energy of nu_e (MeV)
#   Column 3: mean squared energy of nu_e (MeV^2)
#   Column 4: luminosity of nu_e (erg/s)
#   Column 5-7: like 2-4, but for anti-nu_e
#   Column 8-10: like 2-4, but for nu_x (i.e. one of nu_mu, nu_tau or their antiparticles)
# Note: nu_x luminosity in column 10 is for one neutrino type, not the sum of all four.)

# Example usage:
# $ python sntools/genevts.py fluxes/sample-gamma.txt --format gamma --starttime 110 --endtime 120 -v

# The nu_e sample data was generated using
#   time = 0.1 + 0.0005 * i + 0.00001 * (random() - 0.5))
#   mean energy = 0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15 + 0.05*random()
#   mean energy^2 = (0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05)**2 + 2.5*(0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05) + 0.5*random()
#   luminosity = -0.001*(i-50)**2 + 0.02*i + 6 + 0.01*random()
# where random() is between 0 and 1.
# Data for anti-nu_e and nu_x is arbitrary and constant.
# The line at timestamp 0.112395 was modified manually to demonstrate that sntools can deal with irregular time steps.

0.110005, 14.894545, 259.431527, 5.505777e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.110504, 14.942679, 261.243736, 5.579525e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.111003, 14.958615, 262.955423, 5.660247e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.111500, 15.008574, 263.805290, 5.734767e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.112395, 15.041213, 264.212014, 5.844131e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.112499, 15.049348, 264.474884, 5.877156e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.113004, 15.019094, 264.102389, 5.945120e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.113503, 15.011572, 263.533257, 6.012181e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.114002, 14.978263, 263.044655, 6.077297e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.114501, 14.946789, 262.405872, 6.142687e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.114999, 14.905542, 261.051282, 6.203967e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.115499, 14.907640, 259.745554, 6.265540e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.116001, 14.829881, 258.587010, 6.324924e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.116500, 14.804694, 257.216178, 6.378566e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.116999, 14.789227, 255.982567, 6.432681e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.117498, 14.743895, 254.443994, 6.481913e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.118003, 14.695998, 253.209809, 6.529505e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.118503, 14.654838, 252.526695, 6.578147e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.118999, 14.626301, 251.157864, 6.617898e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.119501, 14.578744, 250.393606, 6.663449e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.119995, 14.560555, 250.091172, 6.703273e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.120499, 14.540631, 249.567564, 6.746378e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.121000, 14.550811, 249.336708, 6.783305e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.121501, 14.594576, 249.962488, 6.816004e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.121999, 14.603035, 250.309215, 6.847382e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.122502, 14.605242, 251.302978, 6.884075e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.123002, 14.690073, 253.235101, 6.909267e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.123500, 14.739791, 255.220465, 6.932912e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.123996, 14.793272, 257.670009, 6.964450e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.124500, 14.914840, 260.838986, 6.985782e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.125002, 15.049121, 264.154734, 7.003166e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
